id,authentic_path,manipulated_path,manipulation_type,suspicious_region,name,surname,given_names,dob,issue,expiry,doc_no,nationality,sex,split
SD_00252,authentic/SD_00252_authentic.jpg,manipulated/SD_00252_copy_paste.jpg,copy_paste,"[205, 140, 500, 175]",Vivaan Singh,Singh,Vivaan,20040203,2024-08-22,2029-10-18,A6865086,USA,F,test
SD_00253,authentic/SD_00253_authentic.jpg,manipulated/SD_00253_clone.jpg,clone,"[430, 270, 580, 305]",Meera Nair,Nair,Meera,19760309,2016-08-25,2021-02-10,T8643009,AUS,M,validation
SD_00254,authentic/SD_00254_authentic.jpg,manipulated/SD_00254_compression.jpg,compression,"[0, 0, 700, 455]",Aarav Joshi,Joshi,Aarav,19830614,2021-06-04,2026-07-21,S4486959,GBR,F,train
SD_00255,authentic/SD_00255_authentic.jpg,manipulated/SD_00255_mixed.jpg,mixed,"[45, 100, 650, 250]",Ishaan Joshi,Joshi,Ishaan,20000618,2019-09-16,2029-05-19,L6213721,USA,F,train
SD_00256,authentic/SD_00256_authentic.jpg,manipulated/SD_00256_text_change.jpg,text_change,"[205, 150, 650, 173]",Diya Singh,Singh,Diya,19730721,2012-01-26,2017-03-16,T6114351,AUS,M,train
SD_00257,authentic/SD_00257_authentic.jpg,manipulated/SD_00257_photo_change.jpg,photo_change,"[45, 100, 165, 250]",Meera Joshi,Joshi,Meera,20031220,2023-01-25,2028-11-16,O0384309,AUS,M,validation
SD_00258,authentic/SD_00258_authentic.jpg,manipulated/SD_00258_number_change.jpg,number_change,"[205, 188, 650, 211]",Rohan Kulkarni,Kulkarni,Rohan,19720421,2015-01-06,2020-05-25,M5669380,SGP,M,train
SD_00259,authentic/SD_00259_authentic.jpg,manipulated/SD_00259_date_change.jpg,date_change,"[205, 264, 650, 287]",Aditya Iyer,Iyer,Aditya,19880919,2021-06-12,2031-04-20,G7690426,AUS,M,train
SD_00260,authentic/SD_00260_authentic.jpg,manipulated/SD_00260_copy_paste.jpg,copy_paste,"[205, 140, 500, 175]",Aadhya Nair,Nair,Aadhya,19770909,2022-09-27,2032-12-15,M9735779,IND,F,train
SD_00261,authentic/SD_00261_authentic.jpg,manipulated/SD_00261_clone.jpg,clone,"[430, 270, 580, 305]",Arjun Rao,Rao,Arjun,19741126,2016-04-22,2021-06-14,L8804341,CAN,F,train
SD_00262,authentic/SD_00262_authentic.jpg,manipulated/SD_00262_compression.jpg,compression,"[0, 0, 700, 455]",Aditya Iyer,Iyer,Aditya,19810612,2017-04-19,2027-03-24,V3733343,USA,M,train
SD_00263,authentic/SD_00263_authentic.jpg,manipulated/SD_00263_mixed.jpg,mixed,"[45, 100, 650, 250]",Neel Malhotra,Malhotra,Neel,19920204,2012-02-22,2022-10-01,Y8075957,AUS,F,train
SD_00264,authentic/SD_00264_authentic.jpg,manipulated/SD_00264_text_change.jpg,text_change,"[205, 150, 650, 173]",Tara Verma,Verma,Tara,20020708,2022-10-05,2027-09-26,N7808562,CAN,M,train
SD_00265,authentic/SD_00265_authentic.jpg,manipulated/SD_00265_photo_change.jpg,photo_change,"[45, 100, 165, 250]",Sara Nair,Nair,Sara,19701107,2010-07-19,2015-06-12,T4284347,AUS,F,train
SD_00266,authentic/SD_00266_authentic.jpg,manipulated/SD_00266_number_change.jpg,number_change,"[205, 188, 650, 211]",Ira Verma,Verma,Ira,20010414,2022-12-25,2032-06-28,M4729293,IND,F,train
SD_00267,authentic/SD_00267_authentic.jpg,manipulated/SD_00267_date_change.jpg,date_change,"[205, 264, 650, 287]",Neel Iyer,Iyer,Neel,19970405,2021-12-05,2031-01-06,N7288574,GBR,M,train
SD_00268,authentic/SD_00268_authentic.jpg,manipulated/SD_00268_copy_paste.jpg,copy_paste,"[205, 140, 500, 175]",Rohan Sharma,Sharma,Rohan,19830516,2023-11-04,2033-12-11,I5588450,CAN,M,train
SD_00269,authentic/SD_00269_authentic.jpg,manipulated/SD_00269_clone.jpg,clone,"[430, 270, 580, 305]",Ira Malhotra,Malhotra,Ira,19821021,2019-11-18,2024-05-12,K8771694,CAN,M,validation
SD_00270,authentic/SD_00270_authentic.jpg,manipulated/SD_00270_compression.jpg,compression,"[0, 0, 700, 455]",Rohan Kulkarni,Kulkarni,Rohan,19911120,2016-10-13,2021-02-06,K3554496,GBR,F,test
SD_00271,authentic/SD_00271_authentic.jpg,manipulated/SD_00271_mixed.jpg,mixed,"[45, 100, 650, 250]",Ira Bose,Bose,Ira,20030706,2024-03-28,2029-03-24,H4132611,IND,F,test
SD_00272,authentic/SD_00272_authentic.jpg,manipulated/SD_00272_text_change.jpg,text_change,"[205, 150, 650, 173]",Vivaan Sharma,Sharma,Vivaan,19950204,2021-05-20,2026-02-21,M4334722,AUS,M,train
SD_00273,authentic/SD_00273_authentic.jpg,manipulated/SD_00273_photo_change.jpg,photo_change,"[45, 100, 165, 250]",Aarav Sharma,Sharma,Aarav,19920628,2023-08-15,2033-09-15,E8299796,AUS,F,test
SD_00274,authentic/SD_00274_authentic.jpg,manipulated/SD_00274_number_change.jpg,number_change,"[205, 188, 650, 211]",Ira Kapoor,Kapoor,Ira,20040215,2022-05-12,2032-05-05,J0082547,AUS,M,test
SD_00275,authentic/SD_00275_authentic.jpg,manipulated/SD_00275_date_change.jpg,date_change,"[205, 264, 650, 287]",Tara Singh,Singh,Tara,20000125,2020-07-26,2030-10-08,Z0853686,CAN,M,train
SD_00276,authentic/SD_00276_authentic.jpg,manipulated/SD_00276_copy_paste.jpg,copy_paste,"[205, 140, 500, 175]",Meera Mehta,Mehta,Meera,19860721,2011-04-17,2021-05-21,X8463122,GBR,M,test
SD_00277,authentic/SD_00277_authentic.jpg,manipulated/SD_00277_clone.jpg,clone,"[430, 270, 580, 305]",Sara Desai,Desai,Sara,19981220,2020-08-07,2030-01-05,B8021442,SGP,F,train
SD_00278,authentic/SD_00278_authentic.jpg,manipulated/SD_00278_compression.jpg,compression,"[0, 0, 700, 455]",Aarav Mehta,Mehta,Aarav,19750116,2012-04-11,2022-05-26,Z7570512,IND,F,train
SD_00279,authentic/SD_00279_authentic.jpg,manipulated/SD_00279_mixed.jpg,mixed,"[45, 100, 650, 250]",Meera Patel,Patel,Meera,20040307,2023-05-27,2033-01-04,Y3673037,SGP,M,train
SD_00280,authentic/SD_00280_authentic.jpg,manipulated/SD_00280_text_change.jpg,text_change,"[205, 150, 650, 173]",Ishaan Kapoor,Kapoor,Ishaan,19940511,2022-03-21,2027-12-18,Q1474350,SGP,M,train
SD_00281,authentic/SD_00281_authentic.jpg,manipulated/SD_00281_photo_change.jpg,photo_change,"[45, 100, 165, 250]",Arjun Mehta,Mehta,Arjun,19970106,2020-05-19,2025-07-26,H0097925,IND,M,test
SD_00282,authentic/SD_00282_authentic.jpg,manipulated/SD_00282_number_change.jpg,number_change,"[205, 188, 650, 211]",Rohan Kapoor,Kapoor,Rohan,19751011,2020-11-02,2025-06-21,E8127358,SGP,F,train
SD_00283,authentic/SD_00283_authentic.jpg,manipulated/SD_00283_date_change.jpg,date_change,"[205, 264, 650, 287]",Sara Bose,Bose,Sara,19821213,2010-06-24,2015-05-02,P7848739,USA,F,train
SD_00284,authentic/SD_00284_authentic.jpg,manipulated/SD_00284_copy_paste.jpg,copy_paste,"[205, 140, 500, 175]",Anaya Malhotra,Malhotra,Anaya,19800905,2011-08-10,2021-09-12,O0862095,AUS,M,test
SD_00285,authentic/SD_00285_authentic.jpg,manipulated/SD_00285_clone.jpg,clone,"[430, 270, 580, 305]",Diya Bose,Bose,Diya,19740927,2020-07-07,2030-09-05,T4565118,SGP,M,validation
SD_00286,authentic/SD_00286_authentic.jpg,manipulated/SD_00286_compression.jpg,compression,"[0, 0, 700, 455]",Vivaan Malhotra,Malhotra,Vivaan,19780107,2012-02-16,2017-02-02,S6789940,GBR,M,train
SD_00287,authentic/SD_00287_authentic.jpg,manipulated/SD_00287_mixed.jpg,mixed,"[45, 100, 650, 250]",Aditya Sharma,Sharma,Aditya,19830827,2020-02-15,2025-06-18,X6509480,SGP,M,train
SD_00288,authentic/SD_00288_authentic.jpg,manipulated/SD_00288_text_change.jpg,text_change,"[205, 150, 650, 173]",Aadhya Patel,Patel,Aadhya,19830204,2018-12-08,2028-04-07,Q3928861,SGP,F,train
SD_00289,authentic/SD_00289_authentic.jpg,manipulated/SD_00289_photo_change.jpg,photo_change,"[45, 100, 165, 250]",Sara Bose,Bose,Sara,19970326,2016-03-18,2026-09-11,V2897558,GBR,F,train
SD_00290,authentic/SD_00290_authentic.jpg,manipulated/SD_00290_number_change.jpg,number_change,"[205, 188, 650, 211]",Kiara Singh,Singh,Kiara,19971008,2020-10-18,2025-07-25,R4577600,GBR,M,train
SD_00291,authentic/SD_00291_authentic.jpg,manipulated/SD_00291_date_change.jpg,date_change,"[205, 264, 650, 287]",Kabir Rao,Rao,Kabir,19700407,2014-06-01,2024-09-17,R9921075,USA,M,train
SD_00292,authentic/SD_00292_authentic.jpg,manipulated/SD_00292_copy_paste.jpg,copy_paste,"[205, 140, 500, 175]",Neel Mehta,Mehta,Neel,19860503,2022-10-13,2027-12-03,X5727919,SGP,F,train
SD_00293,authentic/SD_00293_authentic.jpg,manipulated/SD_00293_clone.jpg,clone,"[430, 270, 580, 305]",Vivaan Bose,Bose,Vivaan,19940125,2013-06-12,2023-07-28,D3906048,IND,F,train
SD_00294,authentic/SD_00294_authentic.jpg,manipulated/SD_00294_compression.jpg,compression,"[0, 0, 700, 455]",Kabir Nair,Nair,Kabir,20020302,2021-11-24,2031-08-25,T9813646,USA,M,train
SD_00295,authentic/SD_00295_authentic.jpg,manipulated/SD_00295_mixed.jpg,mixed,"[45, 100, 650, 250]",Diya Patel,Patel,Diya,20001202,2022-09-13,2032-02-13,Q6227837,CAN,M,train
SD_00296,authentic/SD_00296_authentic.jpg,manipulated/SD_00296_text_change.jpg,text_change,"[205, 150, 650, 173]",Neel Mehta,Mehta,Neel,19740711,2014-11-19,2019-02-22,N6553559,SGP,M,test
SD_00297,authentic/SD_00297_authentic.jpg,manipulated/SD_00297_photo_change.jpg,photo_change,"[45, 100, 165, 250]",Aadhya Verma,Verma,Aadhya,19920820,2019-03-15,2024-04-07,V5211039,USA,F,train
SD_00298,authentic/SD_00298_authentic.jpg,manipulated/SD_00298_number_change.jpg,number_change,"[205, 188, 650, 211]",Aarav Nair,Nair,Aarav,19770816,2014-01-11,2019-12-18,G3884879,SGP,M,train
SD_00299,authentic/SD_00299_authentic.jpg,manipulated/SD_00299_date_change.jpg,date_change,"[205, 264, 650, 287]",Aarav Joshi,Joshi,Aarav,20030506,2021-01-10,2026-12-20,I0701645,IND,M,train
SD_00300,authentic/SD_00300_authentic.jpg,manipulated/SD_00300_copy_paste.jpg,copy_paste,"[205, 140, 500, 175]",Neel Joshi,Joshi,Neel,20020616,2020-10-18,2025-03-07,Q7800384,GBR,F,test
SD_00301,authentic/SD_00301_authentic.jpg,manipulated/SD_00301_clone.jpg,clone,"[430, 270, 580, 305]",Meera Bose,Bose,Meera,19800622,2010-06-12,2020-04-17,I0460843,USA,F,train
SD_00302,authentic/SD_00302_authentic.jpg,manipulated/SD_00302_compression.jpg,compression,"[0, 0, 700, 455]",Meera Kulkarni,Kulkarni,Meera,19781213,2011-09-22,2016-07-08,S2649578,USA,M,train
SD_00303,authentic/SD_00303_authentic.jpg,manipulated/SD_00303_mixed.jpg,mixed,"[45, 100, 650, 250]",Kabir Desai,Desai,Kabir,20040428,2024-03-10,2029-07-25,E9251881,USA,F,train
SD_00304,authentic/SD_00304_authentic.jpg,manipulated/SD_00304_text_change.jpg,text_change,"[205, 150, 650, 173]",Kabir Bose,Bose,Kabir,19710614,2022-07-10,2032-12-27,U4231220,AUS,F,train
SD_00305,authentic/SD_00305_authentic.jpg,manipulated/SD_00305_photo_change.jpg,photo_change,"[45, 100, 165, 250]",Neel Desai,Desai,Neel,19841101,2013-06-03,2023-03-17,T7526772,USA,M,validation
SD_00306,authentic/SD_00306_authentic.jpg,manipulated/SD_00306_number_change.jpg,number_change,"[205, 188, 650, 211]",Neel Sharma,Sharma,Neel,19960514,2014-04-24,2019-04-03,F7975736,CAN,M,train
SD_00307,authentic/SD_00307_authentic.jpg,manipulated/SD_00307_date_change.jpg,date_change,"[205, 264, 650, 287]",Meera Bose,Bose,Meera,19901024,2016-10-20,2021-09-04,O7038860,AUS,F,train
SD_00308,authentic/SD_00308_authentic.jpg,manipulated/SD_00308_copy_paste.jpg,copy_paste,"[205, 140, 500, 175]",Ishaan Rao,Rao,Ishaan,19980525,2022-05-15,2027-07-10,T0827718,IND,M,train
SD_00309,authentic/SD_00309_authentic.jpg,manipulated/SD_00309_clone.jpg,clone,"[430, 270, 580, 305]",Kabir Joshi,Joshi,Kabir,19960801,2019-03-15,2024-08-03,I5211175,IND,F,train
SD_00310,authentic/SD_00310_authentic.jpg,manipulated/SD_00310_compression.jpg,compression,"[0, 0, 700, 455]",Rohan Joshi,Joshi,Rohan,19940311,2012-10-28,2017-03-28,E2064474,SGP,M,train
SD_00311,authentic/SD_00311_authentic.jpg,manipulated/SD_00311_mixed.jpg,mixed,"[45, 100, 650, 250]",Arjun Verma,Verma,Arjun,19821025,2010-05-01,2020-08-28,P8097339,SGP,F,train
SD_00312,authentic/SD_00312_authentic.jpg,manipulated/SD_00312_text_change.jpg,text_change,"[205, 150, 650, 173]",Sara Joshi,Joshi,Sara,19981020,2017-01-08,2027-10-21,R3022050,USA,M,train
SD_00313,authentic/SD_00313_authentic.jpg,manipulated/SD_00313_photo_change.jpg,photo_change,"[45, 100, 165, 250]",Aadhya Nair,Nair,Aadhya,19750214,2010-03-06,2020-10-22,W9982795,IND,M,train
SD_00314,authentic/SD_00314_authentic.jpg,manipulated/SD_00314_number_change.jpg,number_change,"[205, 188, 650, 211]",Aadhya Nair,Nair,Aadhya,19930225,2017-07-27,2022-05-16,E1458683,SGP,M,validation
SD_00315,authentic/SD_00315_authentic.jpg,manipulated/SD_00315_date_change.jpg,date_change,"[205, 264, 650, 287]",Vivaan Patel,Patel,Vivaan,20030824,2021-12-20,2031-07-20,K4899529,AUS,F,train
SD_00316,authentic/SD_00316_authentic.jpg,manipulated/SD_00316_copy_paste.jpg,copy_paste,"[205, 140, 500, 175]",Tara Singh,Singh,Tara,19811008,2024-12-10,2029-01-04,A7139660,GBR,F,train
SD_00317,authentic/SD_00317_authentic.jpg,manipulated/SD_00317_clone.jpg,clone,"[430, 270, 580, 305]",Ishaan Sharma,Sharma,Ishaan,19820509,2021-02-10,2031-09-18,K0155699,IND,M,train
SD_00318,authentic/SD_00318_authentic.jpg,manipulated/SD_00318_compression.jpg,compression,"[0, 0, 700, 455]",Ishaan Nair,Nair,Ishaan,19911116,2024-08-26,2029-11-05,P2785760,AUS,F,train
SD_00319,authentic/SD_00319_authentic.jpg,manipulated/SD_00319_mixed.jpg,mixed,"[45, 100, 650, 250]",Diya Iyer,Iyer,Diya,20040419,2022-11-11,2032-02-05,I0568299,CAN,M,validation
SD_00320,authentic/SD_00320_authentic.jpg,manipulated/SD_00320_text_change.jpg,text_change,"[205, 150, 650, 173]",Arjun Malhotra,Malhotra,Arjun,19890623,2021-01-09,2031-02-16,H5743842,IND,F,train
SD_00321,authentic/SD_00321_authentic.jpg,manipulated/SD_00321_photo_change.jpg,photo_change,"[45, 100, 165, 250]",Vivaan Singh,Singh,Vivaan,19820215,2024-09-01,2034-09-05,G5784521,AUS,M,train
SD_00322,authentic/SD_00322_authentic.jpg,manipulated/SD_00322_number_change.jpg,number_change,"[205, 188, 650, 211]",Ishaan Bose,Bose,Ishaan,19720723,2017-09-04,2022-05-02,V9157018,SGP,F,test
SD_00323,authentic/SD_00323_authentic.jpg,manipulated/SD_00323_date_change.jpg,date_change,"[205, 264, 650, 287]",Aarav Desai,Desai,Aarav,19890411,2020-04-07,2030-05-18,K7142241,IND,M,test
SD_00324,authentic/SD_00324_authentic.jpg,manipulated/SD_00324_copy_paste.jpg,copy_paste,"[205, 140, 500, 175]",Ira Iyer,Iyer,Ira,19900323,2014-05-19,2019-03-03,J9587020,CAN,M,train
SD_00325,authentic/SD_00325_authentic.jpg,manipulated/SD_00325_clone.jpg,clone,"[430, 270, 580, 305]",Arjun Joshi,Joshi,Arjun,19730713,2011-03-23,2021-10-12,J5381792,IND,F,train
SD_00326,authentic/SD_00326_authentic.jpg,manipulated/SD_00326_compression.jpg,compression,"[0, 0, 700, 455]",Arjun Kapoor,Kapoor,Arjun,19891123,2020-08-16,2025-04-05,T4562557,CAN,M,train
SD_00327,authentic/SD_00327_authentic.jpg,manipulated/SD_00327_mixed.jpg,mixed,"[45, 100, 650, 250]",Aditya Kapoor,Kapoor,Aditya,19770815,2015-03-10,2025-10-19,E8161581,GBR,F,train
SD_00328,authentic/SD_00328_authentic.jpg,manipulated/SD_00328_text_change.jpg,text_change,"[205, 150, 650, 173]",Meera Desai,Desai,Meera,19961008,2017-09-06,2027-07-03,K3966958,SGP,M,train
SD_00329,authentic/SD_00329_authentic.jpg,manipulated/SD_00329_photo_change.jpg,photo_change,"[45, 100, 165, 250]",Rohan Kulkarni,Kulkarni,Rohan,19741219,2021-08-04,2031-06-18,D7246191,SGP,F,train
SD_00330,authentic/SD_00330_authentic.jpg,manipulated/SD_00330_number_change.jpg,number_change,"[205, 188, 650, 211]",Diya Kapoor,Kapoor,Diya,19730427,2011-03-19,2016-03-22,E7846997,USA,M,train
SD_00331,authentic/SD_00331_authentic.jpg,manipulated/SD_00331_date_change.jpg,date_change,"[205, 264, 650, 287]",Diya Rao,Rao,Diya,19890723,2024-06-03,2029-10-17,M2405800,SGP,F,validation
SD_00332,authentic/SD_00332_authentic.jpg,manipulated/SD_00332_copy_paste.jpg,copy_paste,"[205, 140, 500, 175]",Aarav Mehta,Mehta,Aarav,19970721,2024-06-23,2034-07-13,N8327238,CAN,F,test
SD_00333,authentic/SD_00333_authentic.jpg,manipulated/SD_00333_clone.jpg,clone,"[430, 270, 580, 305]",Kiara Verma,Verma,Kiara,19881105,2023-03-01,2028-11-01,E7621267,SGP,F,train
SD_00334,authentic/SD_00334_authentic.jpg,manipulated/SD_00334_compression.jpg,compression,"[0, 0, 700, 455]",Rohan Kapoor,Kapoor,Rohan,20020927,2023-08-13,2033-04-06,N9097384,CAN,F,train
SD_00335,authentic/SD_00335_authentic.jpg,manipulated/SD_00335_mixed.jpg,mixed,"[45, 100, 650, 250]",Vivaan Sharma,Sharma,Vivaan,20000604,2023-10-16,2028-03-24,X8478189,IND,M,train
SD_00336,authentic/SD_00336_authentic.jpg,manipulated/SD_00336_text_change.jpg,text_change,"[205, 150, 650, 173]",Tara Kulkarni,Kulkarni,Tara,19741118,2020-10-10,2025-06-18,Y0778795,CAN,F,train
SD_00337,authentic/SD_00337_authentic.jpg,manipulated/SD_00337_photo_change.jpg,photo_change,"[45, 100, 165, 250]",Aadhya Rao,Rao,Aadhya,19801220,2010-12-10,2020-01-21,P9290490,GBR,F,train
SD_00338,authentic/SD_00338_authentic.jpg,manipulated/SD_00338_number_change.jpg,number_change,"[205, 188, 650, 211]",Aditya Verma,Verma,Aditya,20020509,2020-03-20,2030-05-28,I0192927,GBR,M,validation
SD_00339,authentic/SD_00339_authentic.jpg,manipulated/SD_00339_date_change.jpg,date_change,"[205, 264, 650, 287]",Anaya Singh,Singh,Anaya,19850326,2017-09-28,2022-06-03,E9276637,SGP,M,train
SD_00340,authentic/SD_00340_authentic.jpg,manipulated/SD_00340_copy_paste.jpg,copy_paste,"[205, 140, 500, 175]",Ira Sharma,Sharma,Ira,19860202,2022-03-15,2032-08-10,P8366742,AUS,F,train
SD_00341,authentic/SD_00341_authentic.jpg,manipulated/SD_00341_clone.jpg,clone,"[430, 270, 580, 305]",Aarav Rao,Rao,Aarav,19981111,2022-09-22,2027-02-18,U5694544,IND,F,train
SD_00342,authentic/SD_00342_authentic.jpg,manipulated/SD_00342_compression.jpg,compression,"[0, 0, 700, 455]",Meera Kapoor,Kapoor,Meera,19851119,2021-04-17,2031-11-23,F5800106,IND,M,train
SD_00343,authentic/SD_00343_authentic.jpg,manipulated/SD_00343_mixed.jpg,mixed,"[45, 100, 650, 250]",Sara Nair,Nair,Sara,19840509,2021-04-02,2026-10-03,B9391119,USA,F,train
SD_00344,authentic/SD_00344_authentic.jpg,manipulated/SD_00344_text_change.jpg,text_change,"[205, 150, 650, 173]",Rohan Patel,Patel,Rohan,19810515,2014-11-03,2024-05-25,N5421406,CAN,F,test
SD_00345,authentic/SD_00345_authentic.jpg,manipulated/SD_00345_photo_change.jpg,photo_change,"[45, 100, 165, 250]",Vivaan Rao,Rao,Vivaan,19860803,2012-08-07,2022-03-21,P1286391,CAN,F,train
SD_00346,authentic/SD_00346_authentic.jpg,manipulated/SD_00346_number_change.jpg,number_change,"[205, 188, 650, 211]",Arjun Sharma,Sharma,Arjun,19741024,2011-05-25,2021-01-16,E0064256,AUS,M,validation
SD_00347,authentic/SD_00347_authentic.jpg,manipulated/SD_00347_date_change.jpg,date_change,"[205, 264, 650, 287]",Tara Kapoor,Kapoor,Tara,19971225,2021-02-18,2026-01-13,W7198554,CAN,M,train
SD_00348,authentic/SD_00348_authentic.jpg,manipulated/SD_00348_copy_paste.jpg,copy_paste,"[205, 140, 500, 175]",Diya Patel,Patel,Diya,19991107,2021-03-18,2026-07-22,G4615717,SGP,M,test
SD_00349,authentic/SD_00349_authentic.jpg,manipulated/SD_00349_clone.jpg,clone,"[430, 270, 580, 305]",Kabir Sharma,Sharma,Kabir,19821219,2010-04-16,2020-02-26,R4787005,IND,F,train
SD_00350,authentic/SD_00350_authentic.jpg,manipulated/SD_00350_compression.jpg,compression,"[0, 0, 700, 455]",Vivaan Joshi,Joshi,Vivaan,19771122,2013-09-15,2018-12-19,H1027079,IND,M,train
SD_00351,authentic/SD_00351_authentic.jpg,manipulated/SD_00351_mixed.jpg,mixed,"[45, 100, 650, 250]",Kabir Sharma,Sharma,Kabir,19810110,2020-02-15,2025-10-03,D1799313,CAN,F,train
SD_00352,authentic/SD_00352_authentic.jpg,manipulated/SD_00352_text_change.jpg,text_change,"[205, 150, 650, 173]",Meera Nair,Nair,Meera,19771018,2020-03-11,2025-01-19,F5114262,SGP,F,test
SD_00353,authentic/SD_00353_authentic.jpg,manipulated/SD_00353_photo_change.jpg,photo_change,"[45, 100, 165, 250]",Rohan Kapoor,Kapoor,Rohan,19851002,2024-03-04,2034-03-01,P1002194,CAN,F,train
SD_00354,authentic/SD_00354_authentic.jpg,manipulated/SD_00354_number_change.jpg,number_change,"[205, 188, 650, 211]",Kabir Mehta,Mehta,Kabir,19790517,2020-08-14,2025-03-20,W0927914,GBR,F,train
SD_00355,authentic/SD_00355_authentic.jpg,manipulated/SD_00355_date_change.jpg,date_change,"[205, 264, 650, 287]",Aarav Iyer,Iyer,Aarav,19850217,2013-02-20,2023-09-17,H7340312,SGP,F,train
SD_00356,authentic/SD_00356_authentic.jpg,manipulated/SD_00356_copy_paste.jpg,copy_paste,"[205, 140, 500, 175]",Rohan Kulkarni,Kulkarni,Rohan,19721112,2010-05-07,2020-05-11,T7010822,IND,F,train
SD_00357,authentic/SD_00357_authentic.jpg,manipulated/SD_00357_clone.jpg,clone,"[430, 270, 580, 305]",Arjun Patel,Patel,Arjun,19850819,2021-10-11,2031-04-24,V5315313,SGP,F,train
SD_00358,authentic/SD_00358_authentic.jpg,manipulated/SD_00358_compression.jpg,compression,"[0, 0, 700, 455]",Ishaan Joshi,Joshi,Ishaan,19840819,2011-08-02,2021-03-07,T7265273,SGP,F,train
SD_00359,authentic/SD_00359_authentic.jpg,manipulated/SD_00359_mixed.jpg,mixed,"[45, 100, 650, 250]",Anaya Mehta,Mehta,Anaya,19910123,2012-10-02,2022-03-04,O7625349,USA,M,train
SD_00360,authentic/SD_00360_authentic.jpg,manipulated/SD_00360_text_change.jpg,text_change,"[205, 150, 650, 173]",Neel Patel,Patel,Neel,19960828,2022-04-19,2032-08-09,A6335693,AUS,M,train
SD_00361,authentic/SD_00361_authentic.jpg,manipulated/SD_00361_photo_change.jpg,photo_change,"[45, 100, 165, 250]",Aarav Joshi,Joshi,Aarav,19720824,2010-09-02,2020-09-13,P1773180,SGP,F,train
SD_00362,authentic/SD_00362_authentic.jpg,manipulated/SD_00362_number_change.jpg,number_change,"[205, 188, 650, 211]",Ishaan Verma,Verma,Ishaan,19920421,2014-02-01,2024-11-10,F7990772,SGP,F,validation
SD_00363,authentic/SD_00363_authentic.jpg,manipulated/SD_00363_date_change.jpg,date_change,"[205, 264, 650, 287]",Rohan Singh,Singh,Rohan,19930823,2021-11-01,2026-07-23,K8046498,AUS,M,test
SD_00364,authentic/SD_00364_authentic.jpg,manipulated/SD_00364_copy_paste.jpg,copy_paste,"[205, 140, 500, 175]",Diya Bose,Bose,Diya,19731112,2018-01-04,2028-06-15,T0552818,SGP,M,train
SD_00365,authentic/SD_00365_authentic.jpg,manipulated/SD_00365_clone.jpg,clone,"[430, 270, 580, 305]",Kabir Nair,Nair,Kabir,19850221,2018-08-24,2023-12-25,H5548640,IND,F,train
SD_00366,authentic/SD_00366_authentic.jpg,manipulated/SD_00366_compression.jpg,compression,"[0, 0, 700, 455]",Ira Kapoor,Kapoor,Ira,20010927,2023-02-16,2033-08-20,L1371162,GBR,M,train
SD_00367,authentic/SD_00367_authentic.jpg,manipulated/SD_00367_mixed.jpg,mixed,"[45, 100, 650, 250]",Arjun Verma,Verma,Arjun,19871205,2011-08-05,2016-09-21,A4682756,CAN,M,test
SD_00368,authentic/SD_00368_authentic.jpg,manipulated/SD_00368_text_change.jpg,text_change,"[205, 150, 650, 173]",Aadhya Mehta,Mehta,Aadhya,19740427,2010-09-21,2020-07-19,K5798877,GBR,M,train
SD_00369,authentic/SD_00369_authentic.jpg,manipulated/SD_00369_photo_change.jpg,photo_change,"[45, 100, 165, 250]",Aadhya Verma,Verma,Aadhya,19860812,2013-05-25,2018-03-12,J7292842,USA,M,train
SD_00370,authentic/SD_00370_authentic.jpg,manipulated/SD_00370_number_change.jpg,number_change,"[205, 188, 650, 211]",Rohan Mehta,Mehta,Rohan,19770619,2010-03-15,2020-06-06,G8055257,AUS,M,test
SD_00371,authentic/SD_00371_authentic.jpg,manipulated/SD_00371_date_change.jpg,date_change,"[205, 264, 650, 287]",Aadhya Patel,Patel,Aadhya,19710825,2016-03-15,2026-03-01,X8854749,SGP,M,validation
SD_00372,authentic/SD_00372_authentic.jpg,manipulated/SD_00372_copy_paste.jpg,copy_paste,"[205, 140, 500, 175]",Diya Bose,Bose,Diya,19770802,2021-03-22,2026-05-01,M9375150,AUS,M,train
SD_00373,authentic/SD_00373_authentic.jpg,manipulated/SD_00373_clone.jpg,clone,"[430, 270, 580, 305]",Neel Singh,Singh,Neel,19870103,2013-09-28,2023-11-22,C8637599,AUS,M,test
SD_00374,authentic/SD_00374_authentic.jpg,manipulated/SD_00374_compression.jpg,compression,"[0, 0, 700, 455]",Ira Joshi,Joshi,Ira,19790712,2021-07-12,2026-05-12,L4781376,CAN,F,train
SD_00375,authentic/SD_00375_authentic.jpg,manipulated/SD_00375_mixed.jpg,mixed,"[45, 100, 650, 250]",Rohan Singh,Singh,Rohan,19970327,2021-10-20,2026-03-07,J7851961,IND,F,train
SD_00376,authentic/SD_00376_authentic.jpg,manipulated/SD_00376_text_change.jpg,text_change,"[205, 150, 650, 173]",Anaya Joshi,Joshi,Anaya,19810823,2018-10-25,2023-04-06,M4870494,CAN,F,train
SD_00377,authentic/SD_00377_authentic.jpg,manipulated/SD_00377_photo_change.jpg,photo_change,"[45, 100, 165, 250]",Neel Sharma,Sharma,Neel,19700510,2012-11-27,2022-02-21,V4627301,GBR,F,train
